t, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60, x61, y61, x62, y62, x63, y63, x64, y64, x65, y65, x66, y66, x67, y67, x68, y68, x69, y69, x70, y70, x71, y71, x72, y72, x73, y73, x74, y74, x75, y75, x76, y76, x77, y77, x78, y78, x79, y79, x80, y80, x81, y81, x82, y82, x83, y83, x84, y84, x85, y85, x86, y86, x87, y87, x88, y88, x89, y89, x90, y90, x91, y91, x92, y92, x93, y93, x94, y94, x95, y95, x96, y96, x97, y97, x98, y98, x99, y99, x100, y100, x101, y101, x102, y102, x103, y103, x104, y104, x105, y105, x106, y106, x107, y107, x108, y108, x109, y109, x110, y110, x111, y111, x112, y112, x113, y113, x114, y114, x115, y115, x116, y116, x117, y117, x118, y118, x119, y119, x120, y120, x121, y121, x122, y122, x123, y123, x124, y124, x125, y125, x126, y126, x127, y127, x128, y128, x129, y129, x130, y130, x131, y131, x132, y132, x133, y133, x134, y134, x135, y135, x136, y136, x137, y137, x138, y138, x139, y139, x140, y140, x141, y141, x142, y142, x143, y143, x144, y144, x145, y145, x146, y146, x147, y147, x148, y148, x149, y149, x150, y150, x151, y151, x152, y152, x153, y153, x154, y154, x155, y155, x156, y156, x157, y157, x158, y158, x159, y159, x160, y160, x161, y161, x162, y162, x163, y163, x164, y164, x165, y165, x166, y166, x167, y167, x168, y168, x169, y169, x170, y170, x171, y171, x172, y172, x173, y173, x174, y174, x175, y175, x176, y176, x177, y177, x178, y178, x179, y179, x180, y180, x181, y181, x182, y182, x183, y183, x184, y184, x185, y185, x186, y186, x187, y187, x188, y188, x189, y189, x190, y190, x191, y191, x192, y192, x193, y193, x194, y194, x195, y195, x196, y196, x197, y197, x198, y198, x199, y199, x200, y200, x201, y201, x202, y202, x203, y203, x204, y204, x205, y205, x206, y206, x207, y207, x208, y208, x209, y209, x210, y210, x211, y211, x212, y212, x213, y213, x214, y214, x215, y215, x216, y216, x217, y217, x218, y218, x219, y219, x220, y220, x221, y221, x222, y222, x223, y223, x224, y224, x225, y225, x226, y226, x227, y227, x228, y228, x229, y229, x230, y230, x231, y231, x232, y232, x233, y233, x234, y234, x235, y235, x236, y236, x237, y237, x238, y238, x239, y239, x240, y240, x241, y241, x242, y242, x243, y243, x244, y244, x245, y245, x246, y246, x247, y247, x248, y248, x249, y249, x250, y250, 
1, 1.629887, -1.385732, 0.302172, 4.721023, 2.225583, 0.085329, -1.711313, -1.133904, -4.106809, 2.560695, 1.828922, -2.981806, 3.903110, 0.424877, -4.457588, 4.311575, 4.667494, -3.487557, 0.571185, -3.378924, -1.665637, -1.603300, -2.875560, -3.963114, -1.088370, -2.866976, 3.196712, -3.290154, -5.234908, -4.630328, -4.636060, -1.146461, -0.434982, -1.243135, -4.898530, -1.245235, 2.008932, 2.539853, 3.941918, -1.552918, -3.035136, 3.612856, -3.595855, -1.001991, 3.944492, -2.751469, -4.560080, 3.306468, 0.827750, -4.587308, -2.465853, -5.110052, 3.028566, -2.436235, -1.468345, -0.357519, -3.495342, 2.359534, -4.396689, 4.248327, 1.956390, -1.589265, 4.918248, 4.370586, -3.743332, -1.052610, -3.031279, 3.627372, -4.704519, -0.917314, -2.519924, 3.524183, 0.177808, 2.544401, -3.171480, -2.478581, 0.564751, -3.606090, -4.847701, -2.424499, 0.450858, 0.478873, -0.797591, 0.670600, -0.297727, -2.925816, 3.896025, -2.225440, -4.226902, 3.341844, -2.609934, 1.375083, 2.253472, -1.212112, 3.384472, 5.073270, 0.229403, -2.983367, -0.315170, 0.334267, 1.526846, -3.143368, 4.652030, 1.235513, -4.790790, 3.968151, 3.503026, 2.375832, 1.825259, 2.241664, 3.629057, -4.404435, -2.715521, 1.182084, -0.371760, 3.338895, 1.086422, -2.249713, 4.834409, -4.468320, 1.700221, 2.838870, -2.720864, -1.388575, 3.075459, 4.195572, 3.562084, -3.274667, -2.539719, 0.905494, -4.941295, -3.096596, 0.100728, -1.787257, 0.725411, 4.163136, -0.853039, 2.165857, 2.101026, 0.946152, 0.943766, -3.923653, -0.169582, -0.453105, 1.916523, 4.430928, -0.772348, -0.536327, -4.189215, -1.982926, -1.574627, -2.298825, -3.444934, -2.507869, -1.514212, 1.014654, -1.758655, 1.228818, -1.382863, 3.719591, 3.719056, -4.155606, 1.159443, 0.569182, -4.308787, -0.195943, -0.465628, 3.259432, 4.302172, 3.855725, 4.807710, -4.134915, -2.501536, -0.836841, 3.498126, -0.076485, -0.954545, 0.388576, 3.641571, -4.924670, 0.260915, 1.876659, 1.529067, -3.771458, 5.123086, 0.103356, 5.196407, 2.274040, -2.252242, 2.170650, 3.538158, -4.317764, 4.764591, -1.372357, 2.187565, -1.908049, 2.526571, -3.691836, -3.690353, -3.534920, -4.012587, -4.994171, -1.049407, -4.316387, -4.314091, 4.701709, -4.873596, 1.280063, 4.058974, -1.145591, -3.526475, 0.847418, 1.836333, -5.092793, 1.290926, 0.312660, 3.040138, 1.275762, 0.791335, -4.551440, 4.539104, 2.556845, -2.390289, -5.003208, -0.973820, -0.871930, -2.426952, -1.179881, 4.264675, -2.155756, -4.643106, 2.922639, -0.099468, 3.982059, 0.569118, 3.035401, -1.802982, 1.647336, 1.368180, 1.520522, 1.212225, 4.566494, 2.979034, -4.746282, -3.891735, -0.654391, 0.547358, 0.548096, 4.016435, 3.360277, -2.164486, 4.867084, -1.197881, -3.055153, 2.974170, 1.867141, -3.799249, 4.749319, -3.796252, 1.367025, 0.029404, -0.005496, 1.681833, 0.097563, -3.077219, 2.541408, 0.961688, -3.377252, 1.786942, 4.840164, -3.325957, -2.873802, 2.140411, 2.878076, 0.909002, -1.198054, 3.705064, -1.204880, -1.946995, -4.133177, -1.121915, -3.572204, 0.164137, -2.400026, -1.259720, 3.070939, 2.107574, -4.516912, 4.424195, 0.064105, 2.912767, 0.775533, 4.268085, 1.618302, -0.728323, 2.522969, -4.842606, -2.437346, -0.215159, 0.324937, 2.267001, 0.753841, -2.731082, 4.581783, 3.320034, 4.204942, 1.840937, -0.482350, 2.405683, 1.357080, -2.374252, -4.327556, -2.723224, -1.762160, 3.277898, 3.389023, 2.839587, -3.716061, -1.491865, 0.301572, -3.187383, -3.719837, -1.742525, -0.043419, 3.657487, -0.779533, -2.824459, -1.072614, 3.708585, 0.046082, -3.863794, -1.651086, -2.177072, -1.460451, -2.517703, -2.186827, -3.224648, -2.238643, -1.219260, 3.229455, -2.243573, -2.967430, 3.420816, -0.945076, 0.865254, -3.011871, 4.629737, 2.717454, -3.671866, 3.760669, 2.375623, -2.174702, 3.908615, 1.933297, -3.081045, 4.867427, 3.590548, 4.769981, -1.414420, 1.334280, 4.186767, -3.377005, 1.697281, 2.934818, -3.874973, -4.978662, -3.461507, -1.979454, -0.095139, -4.721569, 1.770063, -2.983117, -0.755967, 4.941598, 3.875322, 4.045983, 2.975155, 1.570465, 0.165591, -4.474847, -2.194326, 0.780729, 3.850565, -4.728462, 4.710948, 4.298544, -3.817020, -3.928426, 3.507860, 3.957934, 3.698957, 1.498786, 3.635911, -2.495849, 0.790715, -1.673928, 2.778258, -0.845196, -0.300200, -4.321146, -3.776511, -2.024974, 3.210932, 2.947780, 1.701947, -3.748646, 1.899105, 1.813581, 0.567154, -4.561403, -0.736239, 0.242140, 3.190605, -1.862151, 1.957171, -0.883692, 4.790075, -0.924003, 1.153096, 0.309846, -2.095410, -2.549881, 1.830849, 3.099863, 4.086158, -2.244025, 0.097462, -2.674372, 3.808521, -4.395273, -0.320445, -4.912215, 0.348583, 0.142619, -1.645697, -0.748672, -2.013616, 4.236447, -2.828895, -3.339943, 4.226742, 1.338416, -0.136379, 4.197536, -1.763387, -0.043117, 3.368171, 2.407148, 1.881059, -0.021769, -3.723315, -3.498353, 0.295185, 1.581110, 1.727877, 2.071704, 0.528435, 1.958033, -1.013087, -4.627029, 0.350540, -4.665221, 4.533560, 2.055253, 3.210182, 2.493332, 4.112435, -2.409030, -4.281476, 2.363277, 0.683770, 4.669760, -1.899860, 3.548666, -4.668342, -1.820467, 3.641237, 2.428477, 4.092145, 2.692291, -1.336135, 1.604147, -1.997624, 0.998867, 4.249113, -2.777693, 1.762702, 1.154738, -3.220476, 4.930744, -4.615825, -1.101811, 4.098586, -1.222232, 3.265963, 0.885463, -4.908064, 4.226790, 3.950054, 0.078365, 
2, 1.549797, -1.400187, 0.467500, 4.600494, 2.107878, 0.104288, -1.737816, -0.914647, -4.316923, 2.480040, 1.932217, -2.960375, 3.996076, 0.189402, -4.448202, 4.456813, 4.683753, -3.405682, 0.576047, -3.401335, -1.668755, -1.430082, -2.664824, -3.857821, -1.051513, -2.732644, 3.087093, -3.148824, -5.482679, -4.496879, -4.570041, -1.154753, -0.264578, -1.183710, -5.076994, -1.101251, 1.906771, 2.652324, 4.110137, -1.401028, -2.788246, 3.735822, -3.485602, -0.965685, 3.966292, -2.827275, -4.646891, 3.530976, 0.874585, -4.416868, -2.246673, -5.270274, 3.118504, -2.503830, -1.271217, -0.211132, -3.300058, 2.277009, -4.165193, 4.125137, 2.012526, -1.598257, 4.968626, 4.519374, -3.525831, -1.180197, -3.244332, 3.713194, -4.940798, -0.887398, -2.505048, 3.354850, 0.231662, 2.512805, -3.210899, -2.280531, 0.375492, -3.501439, -4.747700, -2.459267, 0.446249, 0.695403, -0.666910, 0.611740, -0.229348, -3.027497, 4.089733, -2.092127, -4.394978, 3.548130, -2.465666, 1.365241, 2.082440, -1.302229, 3.451630, 5.232951, 0.408599, -3.093450, -0.542121, 0.379361, 1.539841, -3.052424, 4.871241, 1.144055, -4.877435, 4.028597, 3.682272, 2.514526, 1.995288, 2.168799, 3.660535, -4.531427, -2.949505, 1.000391, -0.360008, 3.542924, 1.199926, -2.325395, 4.864000, -4.467897, 1.820765, 2.668787, -2.946723, -1.197224, 2.892158, 4.173959, 3.317226, -3.504806, -2.509327, 1.124196, -5.029063, -3.114707, 0.119927, -1.754756, 0.615289, 4.334176, -0.689263, 2.227525, 2.250353, 0.859060, 1.152195, -4.047558, 0.005709, -0.437932, 1.685650, 4.190446, -0.780082, -0.438240, -4.003715, -1.836540, -1.626154, -2.472346, -3.294712, -2.547921, -1.696329, 1.148531, -1.766993, 1.135482, -1.271163, 3.746598, 3.848406, -3.986434, 1.011361, 0.800115, -4.414920, -0.073582, -0.321309, 3.240635, 4.328959, 3.764542, 4.922284, -4.382023, -2.279399, -0.614168, 3.710233, 0.157472, -1.175149, 0.461404, 3.626136, -5.168721, 0.324303, 1.693748, 1.440229, -3.835573, 5.304454, 0.091205, 5.408836, 2.177754, -2.116310, 2.260368, 3.643323, -4.140170, 4.544268, -1.585301, 2.011413, -1.935425, 2.467224, -3.923324, -3.837536, -3.714777, -3.856106, -5.009378, -1.055688, -4.344851, -4.226932, 4.803533, -4.956748, 1.288097, 3.988766, -1.173041, -3.535964, 0.920572, 1.591357, -5.287982, 1.387336, 0.111345, 3.089373, 1.153033, 0.754290, -4.644112, 4.510290, 2.785584, -2.313143, -5.117951, -0.905967, -0.922394, -2.372190, -1.125662, 4.127981, -2.310182, -4.695084, 2.743767, -0.073170, 4.044889, 0.767032, 3.169326, -1.697813, 1.598368, 1.531762, 1.564731, 1.292245, 4.521176, 3.102074, -4.768968, -4.113314, -0.515191, 0.700773, 0.484402, 4.099097, 3.476937, -2.384574, 4.860193, -1.221561, -3.076611, 2.730656, 1.955360, -4.021250, 4.668771, -3.665401, 1.610978, 0.168480, -0.133387, 1.627079, -0.090791, -3.210490, 2.461374, 0.742220, -3.392145, 1.748286, 4.949189, -3.264757, -2.932070, 2.189978, 2.803828, 0.712360, -1.334514, 3.494789, -1.278076, -2.025987, -4.063541, -1.309834, -3.407604, -0.082840, -2.433677, -1.057255, 3.163792, 2.258782, -4.630283, 4.571132, -0.018444, 3.053857, 0.784987, 4.222375, 1.386764, -0.780747, 2.559840, -5.041502, -2.430782, -0.357705, 0.208865, 2.259682, 0.937997, -2.968821, 4.656233, 3.507679, 4.330714, 1.818919, -0.707696, 2.240375, 1.520788, -2.588348, -4.575477, -2.689032, -1.770163, 3.384049, 3.493936, 2.790568, -3.592393, -1.736703, 0.529363, -2.975330, -3.764493, -1.734124, -0.292901, 3.808948, -0.998141, -2.806459, -1.155893, 3.556732, -0.158744, -3.685428, -1.484455, -2.406590, -1.283303, -2.618146, -2.219190, -2.994898, -2.132528, -1.268165, 3.318643, -2.401599, -3.152710, 3.498945, -0.885219, 0.704596, -2.959322, 4.661430, 2.735975, -3.858648, 3.571183, 2.279219, -1.938838, 3.915188, 1.934449, -2.924037, 5.070606, 3.715195, 4.646321, -1.577913, 1.196572, 4.408806, -3.172940, 1.588432, 3.066591, -3.725155, -5.031510, -3.310690, -2.130369, -0.199278, -4.686762, 1.564580, -3.094025, -0.559941, 5.172635, 4.085485, 4.122557, 3.024463, 1.588664, 0.108889, -4.305382, -2.398813, 0.563820, 4.032976, -4.736339, 4.604317, 4.526600, -3.706864, -3.960631, 3.716835, 3.780344, 3.795106, 1.661131, 3.484605, -2.690093, 0.934160, -1.482943, 2.769917, -0.619382, -0.230351, -4.461488, -3.917263, -2.060816, 3.072558, 3.076417, 1.468322, -3.880632, 1.983237, 1.857314, 0.394320, -4.467961, -0.710209, 0.211019, 3.326637, -1.649757, 2.107727, -0.636991, 4.589332, -1.024971, 1.210259, 0.488630, -2.204649, -2.592852, 1.930146, 3.331970, 4.075572, -2.416457, -0.123566, -2.449563, 4.034837, -4.158998, -0.487948, -4.909684, 0.452583, 0.070605, -1.853045, -0.960696, -2.010003, 4.235501, -2.773716, -3.444603, 4.115190, 1.457344, 0.024957, 3.960331, -1.795656, -0.276032, 3.366540, 2.650283, 2.096862, 0.111819, -3.626984, -3.348055, 0.046312, 1.613920, 1.950950, 2.275510, 0.305687, 2.111024, -1.062918, -4.711736, 0.135907, -4.440567, 4.433671, 1.843352, 3.232299, 2.641364, 3.981567, -2.508340, -4.168616, 2.131205, 0.592672, 4.810751, -1.830809, 3.348592, -4.632852, -1.692530, 3.453071, 2.648720, 4.044539, 2.475549, -1.377721, 1.739671, -2.138902, 0.863682, 4.328452, -2.764183, 1.529610, 0.943778, -3.210568, 5.001717, -4.858673, -0.949312, 4.338356, -1.422480, 3.194491, 0.770501, -4.971808, 4.334011, 4.078432, 0.006821, 
3, 1.469707, -1.414641, 0.632827, 4.479964, 1.990173, 0.123248, -1.764320, -0.695390, -4.527037, 2.399385, 2.035511, -2.938944, 4.089042, -0.046073, -4.438816, 4.602050, 4.700012, -3.323806, 0.580909, -3.423746, -1.671873, -1.256865, -2.454088, -3.752528, -1.014656, -2.598312, 2.977473, -3.007495, -5.730449, -4.363430, -4.504022, -1.163044, -0.094174, -1.124284, -5.255458, -0.957267, 1.804611, 2.764795, 4.278355, -1.249138, -2.541348, 3.858816, -3.375349, -0.929379, 3.988092, -2.903082, -4.733703, 3.755485, 0.921418, -4.246425, -2.027493, -5.430495, 3.208441, -2.571424, -1.074090, -0.064746, -3.104773, 2.194484, -3.933697, 4.001946, 2.068662, -1.607249, 5.019004, 4.668162, -3.308330, -1.307783, -3.457385, 3.799016, -5.177076, -0.857482, -2.490172, 3.185517, 0.285516, 2.481210, -3.250319, -2.082480, 0.186233, -3.396788, -4.647692, -2.494055, 0.441641, 0.911933, -0.536228, 0.552880, -0.160969, -3.129178, 4.283441, -1.958814, -4.563055, 3.754415, -2.321398, 1.355400, 1.911408, -1.392346, 3.518788, 5.392632, 0.587795, -3.203534, -0.769072, 0.424454, 1.552836, -2.961480, 5.090451, 1.052596, -4.964080, 4.089042, 3.861517, 2.653220, 2.165317, 2.095933, 3.692012, -4.658418, -3.183488, 0.818698, -0.348256, 3.746953, 1.313431, -2.401077, 4.893590, -4.467473, 1.941309, 2.498704, -3.172582, -1.005872, 2.708856, 4.152345, 3.072368, -3.734944, -2.478935, 1.342897, -5.116830, -3.132818, 0.139125, -1.722254, 0.505167, 4.505217, -0.525488, 2.289192, 2.399681, 0.771969, 1.360624, -4.171463, 0.181000, -0.422760, 1.454776, 3.949963, -0.787816, -0.340153, -3.818214, -1.690154, -1.677681, -2.645867, -3.144489, -2.587973, -1.878447, 1.282408, -1.775331, 1.042147, -1.159462, 3.773604, 3.977755, -3.817262, 0.863278, 1.031048, -4.521053, 0.048779, -0.176989, 3.221838, 4.355746, 3.673360, 5.036857, -4.629130, -2.057261, -0.391495, 3.922340, 0.391430, -1.395753, 0.534232, 3.610701, -5.412772, 0.387690, 1.510837, 1.351392, -3.899688, 5.485822, 0.079054, 5.621265, 2.081468, -1.980378, 2.350086, 3.748488, -3.962575, 4.323944, -1.798246, 1.835262, -1.962802, 2.407877, -4.154811, -3.984722, -3.894632, -3.699624, -5.024585, -1.061969, -4.373314, -4.139773, 4.905357, -5.039901, 1.296131, 3.918559, -1.200492, -3.545453, 0.993727, 1.346381, -5.483171, 1.483746, -0.089971, 3.138607, 1.030303, 0.717245, -4.736785, 4.481476, 3.014323, -2.235997, -5.232693, -0.838115, -0.972858, -2.317427, -1.071444, 3.991288, -2.464608, -4.747062, 2.564894, -0.046872, 4.107719, 0.964946, 3.303252, -1.592644, 1.549400, 1.695344, 1.608940, 1.372265, 4.475857, 3.225113, -4.791653, -4.334892, -0.375991, 0.854188, 0.420708, 4.181758, 3.593596, -2.604663, 4.853301, -1.245241, -3.098069, 2.487142, 2.043578, -4.243251, 4.588223, -3.534550, 1.854932, 0.307556, -0.261277, 1.572324, -0.279145, -3.343760, 2.381339, 0.522752, -3.407038, 1.709630, 5.058213, -3.203558, -2.990338, 2.239544, 2.729580, 0.515718, -1.470973, 3.284514, -1.351271, -2.104979, -3.993906, -1.497753, -3.243004, -0.329817, -2.467328, -0.854789, 3.256646, 2.409990, -4.743654, 4.718069, -0.100993, 3.194947, 0.794441, 4.176665, 1.155226, -0.833171, 2.596711, -5.240397, -2.424217, -0.500252, 0.092793, 2.252362, 1.122154, -3.206561, 4.730682, 3.695324, 4.456486, 1.796900, -0.933041, 2.075067, 1.684496, -2.802443, -4.823397, -2.654840, -1.778166, 3.490201, 3.598850, 2.741549, -3.468725, -1.981542, 0.757154, -2.763278, -3.809148, -1.725740, -0.542382, 3.960408, -1.216748, -2.788459, -1.239172, 3.404879, -0.363569, -3.507063, -1.317823, -2.636108, -1.106154, -2.718590, -2.251552, -2.765147, -2.026417, -1.317069, 3.407831, -2.559624, -3.337990, 3.577075, -0.825362, 0.543938, -2.906772, 4.693122, 2.754496, -4.045429, 3.381698, 2.182815, -1.702973, 3.921762, 1.935600, -2.767029, 5.273784, 3.839843, 4.522660, -1.741405, 1.058864, 4.630846, -2.968875, 1.479584, 3.198363, -3.575337, -5.084360, -3.159872, -2.281285, -0.303416, -4.651955, 1.359096, -3.204932, -0.363915, 5.403672, 4.295649, 4.199131, 3.073770, 1.606863, 0.052187, -4.135916, -2.603300, 0.346910, 4.215386, -4.744216, 4.497686, 4.754656, -3.596708, -3.992837, 3.925809, 3.602754, 3.891256, 1.823476, 3.333298, -2.884337, 1.077604, -1.291957, 2.761577, -0.393568, -0.160502, -4.601831, -4.058015, -2.096659, 2.934184, 3.205053, 1.234696, -4.012618, 2.067368, 1.901046, 0.221485, -4.374520, -0.684180, 0.179898, 3.462668, -1.437363, 2.258283, -0.390289, 4.388588, -1.125940, 1.267422, 0.667413, -2.313887, -2.635823, 2.029443, 3.564077, 4.064987, -2.588889, -0.344594, -2.224755, 4.261152, -3.922724, -0.655452, -4.907152, 0.556582, -0.001409, -2.060392, -1.172720, -2.006391, 4.234555, -2.718536, -3.549262, 4.003637, 1.576275, 0.186294, 3.723126, -1.827925, -0.508946, 3.364908, 2.893418, 2.312664, 0.245407, -3.530652, -3.197757, -0.202561, 1.646730, 2.174022, 2.479316, 0.082939, 2.264015, -1.112749, -4.796443, -0.078726, -4.215912, 4.333783, 1.631452, 3.254417, 2.789397, 3.850696, -2.607650, -4.055756, 1.899134, 0.501574, 4.951741, -1.761758, 3.148519, -4.597361, -1.564593, 3.264906, 2.868964, 3.996932, 2.258808, -1.419308, 1.875195, -2.280180, 0.728498, 4.407791, -2.750673, 1.296518, 0.732817, -3.200659, 5.072690, -5.101521, -0.796814, 4.578125, -1.622727, 3.123020, 0.655539, -5.035552, 4.441231, 4.206809, -0.064723, 
4, 1.389617, -1.429096, 0.798154, 4.359435, 1.872443, 0.142224, -1.790825, -0.476133, -4.737151, 2.318729, 2.138805, -2.917513, 4.182008, -0.281548, -4.429430, 4.747287, 4.716271, -3.241931, 0.585771, -3.446158, -1.674991, -1.083647, -2.243352, -3.647235, -0.977799, -2.463980, 2.867853, -2.866165, -5.978219, -4.229981, -4.438003, -1.171334, 0.076231, -1.064858, -5.433922, -0.813283, 1.702450, 2.877265, 4.446574, -1.097248, -2.294450, 3.981811, -3.265096, -0.893073, 4.009892, -2.978888, -4.820515, 3.979994, 0.968251, -4.075983, -1.808313, -5.590717, 3.298379, -2.639019, -0.876963, 0.081640, -2.909488, 2.111959, -3.702201, 3.878755, 2.124798, -1.616240, 5.069381, 4.816950, -3.090829, -1.435370, -3.670437, 3.884837, -5.413355, -0.827567, -2.475296, 3.016183, 0.339370, 2.449615, -3.289738, -1.884429, -0.003026, -3.292137, -4.547683, -2.528843, 0.437033, 1.128463, -0.405546, 0.494019, -0.092590, -3.230858, 4.477149, -1.825501, -4.731131, 3.960700, -2.177130, 1.345558, 1.740376, -1.482464, 3.585946, 5.552312, 0.766991, -3.313617, -0.996023, 0.469548, 1.565832, -2.870538, 5.309662, 0.961138, -5.050725, 4.149488, 4.040762, 2.791913, 2.335346, 2.023068, 3.723489, -4.785409, -3.417472, 0.637004, -0.336505, 3.950983, 1.426936, -2.476760, 4.923181, -4.467050, 2.061854, 2.328623, -3.398441, -0.814521, 2.525555, 4.130732, 2.827509, -3.965083, -2.448543, 1.561599, -5.204597, -3.150929, 0.158324, -1.689753, 0.395045, 4.676258, -0.361712, 2.350859, 2.549009, 0.684878, 1.569052, -4.295369, 0.356292, -0.407587, 1.223903, 3.709481, -0.795550, -0.242066, -3.632713, -1.543768, -1.729208, -2.819388, -2.994266, -2.628025, -2.060564, 1.416285, -1.783667, 0.948812, -1.047762, 3.800611, 4.107104, -3.648090, 0.715195, 1.261981, -4.627186, 0.171139, -0.032669, 3.203041, 4.382533, 3.582177, 5.151431, -4.876239, -1.835123, -0.168822, 4.134448, 0.625388, -1.616357, 0.607061, 3.595266, -5.656822, 0.451078, 1.327926, 1.262556, -3.963805, 5.667191, 0.066903, 5.833693, 1.985182, -1.844446, 2.439804, 3.853654, -3.784981, 4.103620, -2.011190, 1.659111, -1.990179, 2.348529, -4.386299, -4.131908, -4.074487, -3.543143, -5.039792, -1.068250, -4.401778, -4.052614, 5.007181, -5.123054, 1.304165, 3.848351, -1.227943, -3.554942, 1.066882, 1.101405, -5.678359, 1.580156, -0.291287, 3.187842, 0.907574, 0.680200, -4.829457, 4.452663, 3.243062, -2.158852, -5.347436, -0.770262, -1.023322, -2.262665, -1.017225, 3.854594, -2.619034, -4.799040, 2.386021, -0.020574, 4.170549, 1.162860, 3.437177, -1.487475, 1.500433, 1.858927, 1.653149, 1.452286, 4.430538, 3.348152, -4.814339, -4.556471, -0.236790, 1.007602, 0.357014, 4.264420, 3.710256, -2.824751, 4.846410, -1.268921, -3.119527, 2.243627, 2.131797, -4.465252, 4.507675, -3.403699, 2.098885, 0.446632, -0.389168, 1.517570, -0.467499, -3.477031, 2.301304, 0.303283, -3.421931, 1.670974, 5.167238, -3.142358, -3.048607, 2.289111, 2.655332, 0.319077, -1.607432, 3.074239, -1.424466, -2.183971, -3.924270, -1.685673, -3.078404, -0.576797, -2.500980, -0.652324, 3.349499, 2.561198, -4.857024, 4.865006, -0.183541, 3.336037, 0.803894, 4.130954, 0.923688, -0.885595, 2.633582, -5.439292, -2.417653, -0.642798, -0.023279, 2.245043, 1.306311, -3.444300, 4.805131, 3.882970, 4.582258, 1.774881, -1.158387, 1.909758, 1.848204, -3.016538, -5.071317, -2.620648, -1.786170, 3.596352, 3.703764, 2.692531, -3.345057, -2.226380, 0.984945, -2.551225, -3.853803, -1.717358, -0.791864, 4.111868, -1.435356, -2.770459, -1.322452, 3.253027, -0.568394, -3.328697, -1.151192, -2.865626, -0.929006, -2.819033, -2.283915, -2.535396, -1.920305, -1.365974, 3.497018, -2.717650, -3.523269, 3.655205, -0.765505, 0.383280, -2.854223, 4.724814, 2.773018, -4.232211, 3.192212, 2.086412, -1.467109, 3.928335, 1.936752, -2.610021, 5.476963, 3.964490, 4.398999, -1.904898, 0.921156, 4.852885, -2.764810, 1.370736, 3.330135, -3.425515, -5.137208, -3.009054, -2.432199, -0.407555, -4.617147, 1.153612, -3.315839, -0.167889, 5.634709, 4.505813, 4.275705, 3.123078, 1.625062, -0.004515, -3.966452, -2.807786, 0.130001, 4.397796, -4.752092, 4.391055, 4.982712, -3.486552, -4.025042, 4.134784, 3.425164, 3.987405, 1.985821, 3.181992, -3.078582, 1.221048, -1.100972, 2.753237, -0.167753, -0.090653, -4.742174, -4.198766, -2.132501, 2.795811, 3.333690, 1.001070, -4.144604, 2.151499, 1.944778, 0.048651, -4.281078, -0.658150, 0.148776, 3.598700, -1.224968, 2.408839, -0.143587, 4.187845, -1.226909, 1.324585, 0.846196, -2.423126, -2.678794, 2.128740, 3.796184, 4.054400, -2.761321, -0.565621, -1.999946, 4.487468, -3.686449, -0.822955, -4.904620, 0.660582, -0.073422, -2.267740, -1.384744, -2.002778, 4.233609, -2.663357, -3.653922, 3.892084, 1.695207, 0.347631, 3.485921, -1.860194, -0.741861, 3.363278, 3.136553, 2.528466, 0.378995, -3.434321, -3.047459, -0.451433, 1.679541, 2.397095, 2.683123, -0.139810, 2.417006, -1.162581, -4.881149, -0.293358, -3.991258, 4.233894, 1.419551, 3.276534, 2.937429, 3.719825, -2.706960, -3.942896, 1.667062, 0.410476, 5.092731, -1.692708, 2.948446, -4.561871, -1.436656, 3.076740, 3.089207, 3.949326, 2.042067, -1.460894, 2.010719, -2.421458, 0.593313, 4.487129, -2.737163, 1.063425, 0.521857, -3.190750, 5.143663, -5.344368, -0.644315, 4.817894, -1.822974, 3.051548, 0.540586, -5.099296, 4.548452, 4.335187, -0.136268, 
